date,predicted_price
2022-07-15,32.98752146959305
2022-07-16,32.97431522607803
2022-07-17,32.96102011203766
2022-07-18,32.94764196872711
2022-07-19,32.93415409326553
2022-07-20,32.92054730653763
2022-07-21,32.9068186879158
2022-07-22,32.89296865463257
2022-07-23,32.878998041152954
2022-07-24,32.86490434408188
2022-07-25,32.85068839788437
2022-07-26,32.83634811639786
2022-07-27,32.82188433408737
2022-07-28,32.807294964790344
2022-07-29,32.79257959127426
2022-07-30,32.77773654460907
2022-07-31,32.76276332139969
2022-08-01,32.74766117334366
2022-08-02,32.732427179813385
2022-08-03,32.71706175804138
2022-08-04,32.70156365633011
2022-08-05,32.68593120574951
2022-08-06,32.670161485672
2022-08-07,32.654256999492645
2022-08-08,32.63821357488632
2022-08-09,32.622032046318054
2022-08-10,32.60570949316025
2022-08-11,32.58924549818039
2022-08-12,32.572639644145966
2022-08-13,32.55589151382446
