date,predicted_price
2022-07-15,12.907215252518656
2022-07-16,12.813789740204813
2022-07-17,12.722458735108377
2022-07-18,12.63782371580601
2022-07-19,12.559775568544866
2022-07-20,12.550328455865385
2022-07-21,12.56141719222069
2022-07-22,12.558847710490229
2022-07-23,12.483038909733297
2022-07-24,12.339204445481302
2022-07-25,12.157971084117891
2022-07-26,12.027358341030778
2022-07-27,12.040977662429215
2022-07-28,12.194139368832113
2022-07-29,12.432940423488619
2022-07-30,12.301938727498056
2022-07-31,12.083665205165746
2022-08-01,12.334589034318926
2022-08-02,12.313485302031042
2022-08-03,12.519276559352877
2022-08-04,12.554475970566275
2022-08-05,12.773853436112406
2022-08-06,13.144601851701738
2022-08-07,13.295065283775331
2022-08-08,13.630076915025713
2022-08-09,13.896650046110155
2022-08-10,14.323570698499681
2022-08-11,14.49815344810486
2022-08-12,14.685837447643282
2022-08-13,14.723568081855776
