date,predicted_price
2021-09-30,14.6988384653046
2021-10-01,15.283014576902584
2021-10-02,14.717042253484708
2021-10-03,14.842813880910903
2021-10-04,14.779928067197805
2021-10-05,14.619403753245951
2021-10-06,15.408786204328779
2021-10-07,14.707112914477376
2021-10-08,15.393892195817783
2021-10-09,15.195305415671159
2021-10-10,15.06787889841041
2021-10-11,15.441884001019883
2021-10-12,14.667395558448051
2021-10-13,15.155588059641834
2021-10-14,15.221783653024042
2021-10-15,15.178756517325606
2021-10-16,15.316112373593688
2021-10-17,14.937142601480549
2021-10-18,15.307837924420912
2021-10-19,15.052984889899411
2021-10-20,15.043055550892081
2021-10-21,15.276395017564363
2021-10-22,15.370723738134009
2021-10-23,15.081118017086851
2021-10-24,14.940452381149658
2021-10-25,14.907354584458554
2021-10-26,15.354174839788458
2021-10-27,14.789857406205137
2021-10-28,15.397201975486892
2021-10-29,15.349210170284792
2021-10-30,14.814680753723465
2021-10-31,14.94376216081877
2021-11-01,14.847778550414567
2021-11-02,14.817990533392575
2021-11-03,14.745175380672146
2021-11-04,14.831229652069016
2021-11-05,14.96031105916432
2021-11-06,15.428644882343441
2021-11-07,14.582996176885738
2021-11-08,15.096012025597847
2021-11-09,15.231712992031373
2021-11-10,15.32935149227013
2021-11-11,14.586305956554847
2021-11-12,15.311147704090022
2021-11-13,14.872601897932896
2021-11-14,14.811370974054354
2021-11-15,15.144003830799948
2021-11-16,14.632642871922393
2021-11-17,15.284669466737139
2021-11-18,14.82626498256535
2021-11-19,15.292943915909914
2021-11-20,14.865982338594675
2021-11-21,15.274740127729808
2021-11-22,15.369068848299454
2021-11-23,15.20192497500938
2021-11-24,14.928868152307773
2021-11-25,15.286324356571694
2021-11-26,15.4633975688691
2021-11-27,15.278049907398918
2021-11-28,15.350865060119347
2021-11-29,14.930523042142328
2021-11-30,15.1605527291455
2021-12-01,14.73690093149937
2021-12-02,14.705458024642821
2021-12-03,15.223438542858597
2021-12-04,14.634297761756947
2021-12-05,14.726971592492038
2021-12-06,15.16386250881461
2021-12-07,14.592925515893068
2021-12-08,14.735246041664816
2021-12-09,15.226748322527706
2021-12-10,15.08442779675596
2021-12-11,14.728626482326595
2021-12-12,14.675670007620829
2021-12-13,14.68228956695905
2021-12-14,15.451813340027213
2021-12-15,14.687254236462714
2021-12-16,14.958656169329766
2021-12-17,14.897425245451224
2021-12-18,15.001683305028202
2021-12-19,14.892460575947558
2021-12-20,14.793167185874246
2021-12-21,15.072843567914074
2021-12-22,14.971895288006207
2021-12-23,15.102631584936068
2021-12-24,15.357484619457567
2021-12-25,15.268120568391588
2021-12-26,15.051330000064857
2021-12-27,15.006647974531866
2021-12-28,15.188685856332938
2021-12-29,15.137384271461727
2021-12-30,14.955346389660656
2021-12-31,15.142348940965393
2022-01-01,15.359139509292122
2022-01-02,15.37734329747223
2022-01-03,15.026506652546528
2022-01-04,15.2085445343476
2022-01-05,14.90238991495489
2022-01-06,14.559827719201964
2022-01-07,14.965275728667986
2022-01-08,14.578031507382072
2022-01-09,14.776618287528695
2022-01-10,15.071188678079519
2022-01-11,15.018232203373753
2022-01-12,15.279704797233473
2022-01-13,15.185376076663827
2022-01-14,14.86432744876012
2022-01-15,14.683944456793604
2022-01-16,15.21185431401671
2022-01-17,15.076153347583185
2022-01-18,14.753449829844921
2022-01-19,14.821300313061686
2022-01-20,15.460087789199989
2022-01-21,15.028161542381085
2022-01-22,15.309492814255467
2022-01-23,15.403821534825113
2022-01-24,15.400511755156003
2022-01-25,15.332661271939239
2022-01-26,14.963620838833432
2022-01-27,14.85439810975279
2022-01-28,15.104286474770623
2022-01-29,15.42533510267433
2022-01-30,14.57472172771296
2022-01-31,15.360794399126679
2022-02-01,14.743520490837591
2022-02-02,15.117525593447064
2022-02-03,15.398856865321447
2022-02-04,15.233367881865927
2022-02-05,14.9536914998261
2022-02-06,14.665740668613497
2022-02-07,15.301218365082692
2022-02-08,14.766688948521363
2022-02-09,15.455123119696324
2022-02-10,15.254881449715146
2022-02-11,15.20523475467849
2022-02-12,15.014922423704643
2022-02-13,15.235022771700484
2022-02-14,14.78489273670147
2022-02-15,14.970240398171653
2022-02-16,14.569757058209296
2022-02-17,15.28135968706803
2022-02-18,15.388927526314117
2022-02-19,15.064569118741298
2022-02-20,15.443538890854438
2022-02-21,15.220128763189486
2022-02-22,14.725316702657484
2022-02-23,14.718697143319263
2022-02-24,14.920593703134996
2022-02-25,14.647536880433389
2022-02-26,14.607819524404064
2022-02-27,14.938797491315103
2022-02-28,14.639262431260613
2022-03-01,14.723661812822929
2022-03-02,15.11918048328162
2022-03-03,14.975205067675319
2022-03-04,15.087737576425072
2022-03-05,15.023196872877419
2022-03-06,14.6508466601025
2022-03-07,14.796476965543357
2022-03-08,14.657466219440721
2022-03-09,14.56810216837474
2022-03-10,14.57141194804385
2022-03-11,15.145658720634502
2022-03-12,15.127454932454397
2022-03-13,14.910664364127665
2022-03-14,15.130764712123506
2022-03-15,15.139039161296282
2022-03-16,14.621058643080506
2022-03-17,15.390582416148671
2022-03-18,15.15724294947639
2022-03-19,14.947071940487879
2022-03-20,15.458432899365434
2022-03-21,15.07449845774863
2022-03-22,14.869292118263786
2022-03-23,15.327696602435575
2022-03-24,14.763379168852254
2022-03-25,14.813025863888909
2022-03-26,15.03643599155386
2022-03-27,14.655811329606166
2022-03-28,15.008302864366422
2022-03-29,15.334316161773796
2022-03-30,15.375688407637675
2022-03-31,15.456778009530879
2022-04-01,14.948726830322435
2022-04-02,14.990099076186315
2022-04-03,14.879221457271116
