date,predicted_price
2022-07-15,16.636416744443636
2022-07-16,16.639716719944072
2022-07-17,16.64301669544451
2022-07-18,16.646316670944945
2022-07-19,16.64961664644538
2022-07-20,16.652916621945817
2022-07-21,16.656216597446253
2022-07-22,16.65951657294669
2022-07-23,16.662816548447125
2022-07-24,16.66611652394756
2022-07-25,16.669416499447998
2022-07-26,16.672716474948434
2022-07-27,16.67601645044887
2022-07-28,16.679316425949306
2022-07-29,16.682616401449742
2022-07-30,16.68591637695018
2022-07-31,16.689216352450615
2022-08-01,16.69251632795105
2022-08-02,16.695816303451487
2022-08-03,16.699116278951923
2022-08-04,16.70241625445236
2022-08-05,16.705716229952795
2022-08-06,16.70901620545323
2022-08-07,16.712316180953668
2022-08-08,16.715616156454104
2022-08-09,16.71891613195454
2022-08-10,16.722216107454976
2022-08-11,16.725516082955412
2022-08-12,16.72881605845585
2022-08-13,16.732116033956284
