date,predicted_price
2022-07-15,70.04484534263611
2022-07-16,70.09113612174987
2022-07-17,70.13742814064025
2022-07-18,70.18396253585816
2022-07-19,70.23098602294921
2022-07-20,70.27865543365478
2022-07-21,70.3270426750183
2022-07-22,70.37617378234863
2022-07-23,70.42606797218322
2022-07-24,70.4767376422882
2022-07-25,70.52819395065308
2022-07-26,70.58044185638427
2022-07-27,70.63349065780639
2022-07-28,70.6873477935791
2022-07-29,70.74201946258545
2022-07-30,70.79751124382018
2022-07-31,70.85383119583129
2022-08-01,70.91098613739014
2022-08-02,70.96898102760315
2022-08-03,71.02782454490661
2022-08-04,71.08751978874206
2022-08-05,71.14682140350341
2022-08-06,71.20244088172912
2022-08-07,71.25186767578124
2022-08-08,71.2945885181427
2022-08-09,71.33102679252625
2022-08-10,71.36194434165954
2022-08-11,71.38814949989319
2022-08-12,71.41032724380493
2022-08-13,71.42907700538635
